id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados,categoria
628502440.0,Tecnólogo,,,Laminados,1.0,,1.0,8.0,Outros,,30.0,30.0,0.0,perfil2
,SEM FORMAÇÃO,Unesp,Engenheiro,Borracha,1.0,1.0,1.0,8.0,Google,49.0,16.0,9.0,0.0,perfil4
255617236.0,Especialização,UNIVERSIDADE NOVE DE JULHO,,Laminados,0.0,0.0,1.0,4.0,YouTube,124.0,15.0,11.0,0.0,perfil4
152344015.0,Licenciatura,UFRJ,Outros,Siderurgica,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,29.0,27.0,22.0,0.0,perfil2
749570244.0,SEM FORMAÇÃO,,Outros,,0.0,0.0,1.0,10.0,Outros,323.0,195.0,181.0,0.0,perfil2
426326156.0,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Engenheiro,Estado,1.0,1.0,1.0,3.0,Minha empresa - benefício LITpass,10.0,,2.0,0.0,perfil6
424855943.0,MBA,UFF,Engenheiro,Eletroeletronicos,1.0,1.0,1.0,9.0,Instagram,21.0,14.0,11.0,1.0,perfil1
138904945.0,,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,,1.0,1.0,1.0,6.0,Google,125.0,38.0,,,perfil2
393523984.0,Licenciatura,Unesp,Advogado,Eletroeletronicos,1.0,1.0,1.0,5.0,,224.0,72.0,58.0,0.0,perfil2
740944029.0,,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,e-commerce,1.0,1.0,1.0,,Outros,10.0,4.0,1.0,0.0,perfil6
912840497.0,Tecnólogo,UFF,Sócio/Dono/Proprietário,Laminados,1.0,1.0,1.0,,Linkedin,62.0,46.0,43.0,0.0,perfil2
,Licenciatura,USP,Advogado,Montadora,,1.0,1.0,4.0,Outros,,50.0,42.0,0.0,perfil2
664537175.0,Tecnólogo,USP,Assessor,Siderurgica,0.0,0.0,1.0,8.0,Saint Paul,10.0,10.0,,1.0,perfil1
892598022.0,Tecnólogo,FATEC,,,,0.0,1.0,7.0,Outros,10.0,4.0,2.0,0.0,perfil6
320190098.0,Tecnólogo,FACULDADE ANHANGUERA,Gerente,Entretenimento,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,,23.0,13.0,0.0,perfil4
228568887.0,MBA,UFRN,Assessor,Oleo e Gas,1.0,1.0,1.0,5.0,Linkedin,30.0,26.0,24.0,1.0,perfil1
323299643.0,Tecnólogo,UFSCar,Gerente,Siderurgica,0.0,0.0,1.0,6.0,Facebook,,6.0,2.0,0.0,perfil6
745177842.0,,USP,Diretor,Siderurgica,0.0,0.0,1.0,9.0,Outros,201.0,179.0,173.0,3.0,perfil1
803033660.0,Licenciatura,UFRJ,Engenheiro,e-commerce,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),61.0,,30.0,0.0,perfil2
877158860.0,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,,Borracha,0.0,0.0,,9.0,Saint Paul,165.0,58.0,57.0,0.0,perfil2
654455891.0,,,Coordenador,Oleo e Gas,0.0,0.0,1.0,2.0,Instagram,10.0,4.0,2.0,0.0,perfil6
914868741.0,Tecnólogo,Unesp,Assessor,Eletroeletronicos,0.0,0.0,1.0,,Minha empresa - benefício LITpass,10.0,,3.0,0.0,perfil6
382795385.0,Especialização,FACULDADE ANHANGUERA,Coordenador,Oleo e Gas,1.0,1.0,1.0,,Outros,30.0,3.0,3.0,0.0,perfil6
716928136.0,Especialização,UNIP,Sócio/Dono/Proprietário,Oleo e Gas,1.0,1.0,1.0,6.0,Outros,88.0,24.0,21.0,0.0,perfil2
626312430.0,Bacharelado,UFF,Assessor,,1.0,1.0,1.0,5.0,Outros,97.0,97.0,97.0,2.0,perfil1
282891042.0,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,servicos,1.0,1.0,1.0,2.0,Saint Paul,36.0,2.0,1.0,0.0,perfil6
,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,10.0,Facebook,40.0,11.0,10.0,0.0,perfil4
895858743.0,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Outros,Eletrodomesticos,1.0,1.0,1.0,8.0,Minha empresa - benefício LITpass,,12.0,9.0,0.0,perfil4
,Tecnólogo,UNIP,Analista Senior,Oleo e Gas,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),28.0,6.0,2.0,0.0,perfil6
,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,,Eletrodomesticos,0.0,0.0,1.0,,Outros,41.0,,20.0,0.0,perfil3
866380460.0,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Estado,1.0,1.0,1.0,6.0,Outros,30.0,3.0,1.0,0.0,perfil6
,Especialização,UNIVERSIDADE NOVE DE JULHO,Analista Senior,Borracha,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),218.0,62.0,58.0,1.0,perfil1
893972932.0,Tecnólogo,FACULDADE ANHANGUERA,SEM EXPERIÊNCIA,,0.0,0.0,1.0,6.0,Saint Paul,10.0,3.0,,0.0,perfil6
534169356.0,,UFSCar,SEM EXPERIÊNCIA,Laminados,0.0,,1.0,5.0,Facebook,145.0,30.0,16.0,,perfil3
611464862.0,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Oleo e Gas,1.0,1.0,1.0,10.0,Mídia (revista/jornal/web),,10.0,10.0,0.0,perfil4
397885200.0,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Coordenador,Entretenimento,0.0,0.0,1.0,4.0,Minha empresa - benefício LITpass,,99.0,99.0,0.0,perfil2
337685259.0,Licenciatura,USP,SEM EXPERIÊNCIA,servicos,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),40.0,36.0,28.0,,perfil2
519657735.0,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,Laminados,0.0,0.0,1.0,,Google,10.0,8.0,7.0,0.0,perfil5
895878987.0,Bacharelado,USP,Coordenador,Eletroeletronicos,,,1.0,10.0,Facebook,59.0,27.0,18.0,0.0,perfil3
127279826.0,Bacharelado,UNICAMP,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,0.0,1.0,3.0,,27.0,27.0,27.0,0.0,perfil2
392707417.0,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,Estado,,0.0,1.0,6.0,Google,90.0,46.0,37.0,,perfil1
,Tecnólogo,UFF,Analista Senior,Borracha,1.0,1.0,1.0,9.0,Saint Paul,82.0,82.0,82.0,3.0,perfil1
885957437.0,Licenciatura,UFSCar,SEM EXPERIÊNCIA,Borracha,1.0,1.0,1.0,,,27.0,17.0,15.0,,perfil3
917961951.0,,,,e-commerce,,1.0,1.0,4.0,Saint Paul,58.0,24.0,,0.0,perfil4
970081177.0,,FACULDADE ANHANGUERA,Assessor,Siderurgica,,0.0,1.0,7.0,Instagram,10.0,4.0,2.0,0.0,perfil6
337809051.0,Especialização,UFPE,Supervisor,,0.0,0.0,1.0,2.0,Facebook,29.0,4.0,1.0,0.0,perfil6
968439117.0,,UEPB,Analista Senior,Eletrodomesticos,0.0,0.0,1.0,,Outros,56.0,15.0,11.0,0.0,perfil4
300346755.0,Licenciatura,FACULDADE ANHANGUERA,Assessor,Entretenimento,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),31.0,2.0,1.0,0.0,perfil6
935832070.0,Especialização,Universidade Metodista de Sao Paulo,Advogado,Oleo e Gas,0.0,0.0,,7.0,,30.0,30.0,30.0,,perfil1
,Licenciatura,UFPE,Coordenador,Montadora,0.0,,,,Mídia (revista/jornal/web),30.0,,2.0,0.0,perfil6
946086291.0,Bacharelado,FGV-RJ,Engenheiro,Montadora,1.0,,1.0,3.0,Instagram,85.0,,65.0,,perfil1
674005044.0,Especialização,Escola Paulista de Direito,Sócio/Dono/Proprietário,Siderurgica,0.0,0.0,1.0,6.0,Outros,31.0,8.0,4.0,0.0,perfil6
383651709.0,MBA,,Engenheiro,Oleo e Gas,0.0,0.0,1.0,2.0,Instagram,,21.0,13.0,0.0,perfil4
175648546.0,,UFRJ,Supervisor,e-commerce,1.0,,1.0,5.0,Linkedin,33.0,5.0,1.0,0.0,perfil6
187028728.0,Tecnólogo,Escola Paulista de Direito,Sócio/Dono/Proprietário,Borracha,0.0,0.0,1.0,4.0,Google,36.0,26.0,24.0,0.0,perfil2
353538983.0,Licenciatura,USP,Outros,e-commerce,0.0,0.0,1.0,9.0,,81.0,43.0,41.0,0.0,perfil2
239537433.0,,FACULDADE ANHANGUERA,Analista,Montadora,0.0,0.0,1.0,3.0,Outros,88.0,14.0,,0.0,perfil6
455656656.0,MBA,FGV-RJ,Engenheiro,Estado,0.0,0.0,1.0,5.0,Google,313.0,313.0,313.0,0.0,perfil2
169203335.0,Licenciatura,UNICAMP,Engenheiro,e-commerce,0.0,0.0,1.0,5.0,Facebook,,4.0,1.0,,perfil6
413391712.0,Especialização,,Gerente,Siderurgica,1.0,1.0,1.0,,,,23.0,23.0,0.0,perfil2
486081220.0,Tecnólogo,USP,Gerente,Siderurgica,0.0,0.0,1.0,8.0,Facebook,28.0,17.0,,0.0,perfil4
154402428.0,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,,Borracha,0.0,0.0,1.0,5.0,,70.0,54.0,39.0,0.0,perfil2
365417187.0,,Universidade Metodista de Sao Paulo,Sócio/Dono/Proprietário,Laminados,0.0,0.0,1.0,2.0,Outros,10.0,10.0,9.0,,perfil1
868033008.0,Bacharelado,UFRJ,Supervisor,servicos,0.0,0.0,,,Facebook,142.0,,18.0,0.0,perfil3
939352946.0,Licenciatura,Escola Paulista de Direito,Engenheiro,servicos,1.0,1.0,,,Outros,100.0,99.0,99.0,3.0,perfil1
671278821.0,Especialização,UFF,,servicos,0.0,0.0,1.0,2.0,Minha empresa - benefício LITpass,122.0,60.0,33.0,0.0,perfil2
657743202.0,Especialização,UFSCar,Diretor,Oleo e Gas,,0.0,1.0,6.0,Google,29.0,,2.0,0.0,perfil6
225519765.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,Borracha,,0.0,1.0,,YouTube,65.0,23.0,20.0,0.0,perfil3
,Licenciatura,Escola Paulista de Direito,Diretor,Laminados,1.0,1.0,1.0,4.0,Facebook,67.0,8.0,,0.0,perfil6
875160214.0,Licenciatura,UFPE,Sócio/Dono/Proprietário,servicos,0.0,0.0,1.0,3.0,Minha empresa - benefício LITpass,67.0,,22.0,0.0,perfil2
915432260.0,SEM FORMAÇÃO,UNIP,Engenheiro,,0.0,0.0,1.0,9.0,Google,31.0,2.0,1.0,,perfil6
134544083.0,MBA,UFSCar,,Eletrodomesticos,1.0,1.0,1.0,,Linkedin,26.0,14.0,12.0,0.0,perfil4
287620688.0,Licenciatura,Unesp,Supervisor,Oleo e Gas,0.0,,1.0,6.0,Linkedin,66.0,38.0,36.0,1.0,perfil1
309615084.0,,,Engenheiro,,,1.0,1.0,4.0,Saint Paul,28.0,25.0,19.0,0.0,perfil3
249831212.0,Bacharelado,USP,Analista Senior,Laminados,1.0,1.0,1.0,9.0,Linkedin,94.0,73.0,60.0,0.0,perfil2
257301546.0,Tecnólogo,,Assessor,Eletroeletronicos,,0.0,1.0,9.0,Outros,54.0,52.0,52.0,0.0,perfil2
534177383.0,SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Outros,Siderurgica,1.0,1.0,1.0,2.0,Saint Paul,31.0,31.0,31.0,0.0,perfil2
763886648.0,MBA,UEPB,Diretor,e-commerce,0.0,0.0,1.0,8.0,Saint Paul,10.0,8.0,7.0,0.0,perfil5
472724161.0,MBA,,Gerente,,1.0,1.0,,4.0,,33.0,4.0,1.0,0.0,perfil6
540342369.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Advogado,Eletroeletronicos,1.0,1.0,,7.0,Mídia (revista/jornal/web),10.0,3.0,1.0,0.0,perfil6
750550754.0,SEM FORMAÇÃO,Unesp,Diretor,e-commerce,,0.0,1.0,3.0,Google,,240.0,235.0,8.0,perfil1
129294716.0,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Diretor,Estado,1.0,1.0,1.0,8.0,Linkedin,18.0,10.0,5.0,0.0,perfil5
859548023.0,SEM FORMAÇÃO,FGV-RJ,Gerente,Borracha,0.0,0.0,1.0,3.0,Outros,224.0,41.0,30.0,3.0,perfil1
442208224.0,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,e-commerce,1.0,1.0,1.0,4.0,Facebook,10.0,2.0,1.0,0.0,perfil6
889155745.0,Licenciatura,UFF,Coordenador,Siderurgica,1.0,1.0,1.0,2.0,Outros,27.0,5.0,5.0,0.0,perfil5
732359094.0,MBA,FACULDADE ANHANGUERA,,Eletroeletronicos,1.0,1.0,1.0,8.0,Outros,10.0,10.0,9.0,0.0,perfil4
407089590.0,Tecnólogo,UFF,Gerente,Estado,1.0,,1.0,4.0,Minha empresa - benefício LITpass,,47.0,,2.0,perfil1
560143888.0,Especialização,Escola Paulista de Direito,Outros,Montadora,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,22.0,2.0,2.0,0.0,perfil6
813341541.0,Bacharelado,UFSCar,Diretor,Eletroeletronicos,1.0,1.0,1.0,,Saint Paul,729.0,316.0,233.0,5.0,perfil1
169776357.0,Bacharelado,UFPE,Outros,Oleo e Gas,1.0,1.0,,5.0,Google,31.0,7.0,5.0,0.0,perfil5
312854016.0,MBA,UFF,SEM EXPERIÊNCIA,Estado,1.0,,1.0,3.0,YouTube,10.0,,7.0,0.0,perfil5
201089505.0,Licenciatura,UNICAMP,Sócio/Dono/Proprietário,e-commerce,1.0,1.0,1.0,8.0,Instagram,28.0,,4.0,,perfil6
615970088.0,Bacharelado,USP,Assessor,e-commerce,1.0,1.0,1.0,9.0,Outros,27.0,18.0,12.0,0.0,perfil4
965417946.0,MBA,FGV-RJ,Diretor,,0.0,0.0,1.0,7.0,Mídia (revista/jornal/web),65.0,20.0,16.0,0.0,perfil3
730975523.0,Licenciatura,Escola Paulista de Direito,Coordenador,Estado,0.0,0.0,1.0,3.0,Minha empresa - benefício LITpass,33.0,,,0.0,perfil2
,Tecnólogo,UEPB,Analista,Eletrodomesticos,1.0,1.0,1.0,6.0,Google,60.0,33.0,31.0,0.0,perfil2
,MBA,,,Borracha,1.0,1.0,1.0,,Minha empresa - benefício LITpass,157.0,41.0,33.0,0.0,perfil2
189373451.0,Especialização,,Assessor,Borracha,0.0,,1.0,8.0,Linkedin,,29.0,11.0,0.0,perfil4
825786853.0,Especialização,UFSCar,Analista Senior,servicos,1.0,1.0,1.0,4.0,Instagram,29.0,14.0,,0.0,perfil4
410373220.0,,UFSCar,Engenheiro,e-commerce,0.0,0.0,1.0,,Minha empresa - benefício LITpass,,,5.0,0.0,perfil5
,Licenciatura,FGV-RJ,Coordenador,Eletroeletronicos,1.0,1.0,1.0,4.0,Saint Paul,,29.0,24.0,0.0,perfil2
596136997.0,Especialização,FATEC,Coordenador,Eletrodomesticos,1.0,,1.0,,Google,21.0,,12.0,0.0,perfil4
894599891.0,,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Borracha,0.0,0.0,1.0,7.0,Saint Paul,20.0,,7.0,,perfil5
,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,Laminados,0.0,0.0,1.0,7.0,Instagram,30.0,5.0,2.0,,perfil6
606586462.0,MBA,,Engenheiro,,0.0,0.0,1.0,3.0,Linkedin,27.0,,16.0,0.0,perfil3
599978670.0,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,servicos,1.0,1.0,1.0,9.0,,,18.0,16.0,,perfil3
167199041.0,Licenciatura,FGV-RJ,SEM EXPERIÊNCIA,Estado,0.0,0.0,1.0,8.0,Instagram,25.0,4.0,2.0,0.0,perfil6
441011922.0,MBA,Escola Paulista de Direito,,Borracha,1.0,1.0,1.0,9.0,Outros,33.0,4.0,1.0,0.0,perfil6
583883948.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,Estado,0.0,0.0,1.0,8.0,Minha empresa - benefício LITpass,27.0,3.0,,0.0,perfil6
454757606.0,Tecnólogo,UNIP,Gerente,Eletroeletronicos,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),,3.0,2.0,0.0,perfil6
,MBA,Escola Paulista de Direito,,Estado,1.0,1.0,1.0,4.0,Google,178.0,70.0,59.0,1.0,perfil1
707220624.0,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,Eletroeletronicos,1.0,1.0,1.0,10.0,Linkedin,62.0,58.0,57.0,0.0,perfil2
226318356.0,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Estado,0.0,0.0,1.0,3.0,Mídia (revista/jornal/web),,99.0,88.0,,perfil1
936034249.0,Especialização,,Analista Senior,e-commerce,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,27.0,2.0,1.0,0.0,perfil6
278281086.0,Bacharelado,UFRN,Advogado,Borracha,0.0,0.0,,2.0,Outros,,,36.0,0.0,perfil2
260798840.0,Tecnólogo,UFPE,Gerente,Oleo e Gas,1.0,,1.0,2.0,YouTube,,48.0,44.0,0.0,perfil2
663569148.0,SEM FORMAÇÃO,,Advogado,Eletrodomesticos,0.0,0.0,1.0,9.0,YouTube,457.0,349.0,342.0,12.0,perfil1
730624593.0,MBA,UFRN,,Siderurgica,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,190.0,139.0,136.0,0.0,perfil2
512257245.0,SEM FORMAÇÃO,UEPB,Coordenador,Estado,1.0,1.0,,3.0,Outros,29.0,3.0,1.0,0.0,perfil6
249752791.0,MBA,FGV-RJ,Analista Senior,,0.0,0.0,1.0,3.0,Saint Paul,61.0,36.0,33.0,0.0,perfil2
641275521.0,Licenciatura,,Coordenador,Entretenimento,1.0,1.0,,7.0,Mídia (revista/jornal/web),40.0,,1.0,0.0,perfil6
,Bacharelado,UFPE,Supervisor,Oleo e Gas,1.0,1.0,,5.0,Outros,137.0,40.0,27.0,2.0,perfil1
897844337.0,Tecnólogo,FATEC,Analista Senior,e-commerce,1.0,1.0,1.0,10.0,Facebook,37.0,11.0,8.0,0.0,perfil5
,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,,Oleo e Gas,0.0,0.0,1.0,7.0,,33.0,3.0,1.0,0.0,perfil6
,MBA,UNICAMP,Analista,Borracha,0.0,,1.0,7.0,Google,31.0,1.0,1.0,0.0,perfil6
541331838.0,Bacharelado,Unesp,Coordenador,Siderurgica,0.0,0.0,1.0,7.0,Linkedin,31.0,12.0,11.0,0.0,perfil4
378938925.0,Bacharelado,UFPE,Outros,,,1.0,1.0,8.0,,10.0,3.0,,0.0,perfil6
990625250.0,,UNICAMP,Outros,Entretenimento,1.0,1.0,1.0,6.0,Linkedin,49.0,15.0,,,perfil4
441358925.0,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,,Estado,1.0,1.0,1.0,4.0,Outros,122.0,50.0,44.0,0.0,perfil2
,SEM FORMAÇÃO,UNIP,Gerente,Estado,1.0,1.0,1.0,10.0,Outros,239.0,52.0,40.0,0.0,perfil2
850229994.0,Licenciatura,Universidade Metodista de Sao Paulo,Coordenador,servicos,1.0,1.0,1.0,4.0,Linkedin,135.0,53.0,43.0,,perfil2
987272795.0,SEM FORMAÇÃO,Escola Paulista de Direito,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,1.0,10.0,,,49.0,,0.0,perfil2
651031665.0,Licenciatura,USP,,Oleo e Gas,1.0,1.0,1.0,4.0,Minha empresa - benefício LITpass,10.0,3.0,2.0,0.0,perfil6
279463574.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,,Siderurgica,,0.0,1.0,2.0,Mídia (revista/jornal/web),80.0,,27.0,2.0,perfil1
311728186.0,Tecnólogo,FATEC,Engenheiro,Siderurgica,0.0,0.0,1.0,10.0,Google,373.0,,373.0,,perfil1
391761870.0,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Montadora,0.0,0.0,,6.0,Saint Paul,58.0,14.0,11.0,0.0,perfil4
708820761.0,SEM FORMAÇÃO,UNICAMP,Diretor,,0.0,0.0,1.0,8.0,Google,64.0,13.0,,0.0,perfil5
350617657.0,,Universidade Metodista de Sao Paulo,Sócio/Dono/Proprietário,Siderurgica,0.0,0.0,1.0,6.0,Linkedin,71.0,,4.0,0.0,perfil6
448304856.0,MBA,,Coordenador,Estado,1.0,1.0,1.0,2.0,Facebook,10.0,,9.0,0.0,perfil4
311131385.0,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Diretor,Siderurgica,0.0,0.0,1.0,6.0,Outros,153.0,45.0,26.0,0.0,perfil2
142742382.0,MBA,UFPE,Assessor,Oleo e Gas,0.0,0.0,1.0,,Outros,,10.0,8.0,,perfil5
186673972.0,Especialização,UFPE,Gerente,e-commerce,1.0,1.0,1.0,6.0,Saint Paul,22.0,3.0,,0.0,perfil6
568659586.0,Licenciatura,USP,Engenheiro,Borracha,0.0,0.0,,4.0,YouTube,221.0,137.0,31.0,0.0,perfil2
434475014.0,Licenciatura,UFF,Analista,Eletrodomesticos,0.0,0.0,1.0,10.0,Outros,291.0,,,0.0,perfil2
473647577.0,MBA,UEPB,Analista,Eletroeletronicos,0.0,0.0,1.0,5.0,,209.0,71.0,54.0,0.0,perfil2
450371888.0,Tecnólogo,UNIP,,Entretenimento,0.0,,1.0,3.0,Minha empresa - benefício LITpass,29.0,29.0,29.0,1.0,perfil1
486023103.0,,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,,1.0,1.0,1.0,3.0,,127.0,78.0,72.0,2.0,perfil1
482127294.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Entretenimento,1.0,1.0,1.0,,Outros,27.0,5.0,1.0,0.0,perfil6
222666134.0,SEM FORMAÇÃO,UFPE,Coordenador,,0.0,0.0,1.0,3.0,Mídia (revista/jornal/web),154.0,109.0,106.0,,perfil1
735740703.0,Bacharelado,Unesp,Analista Senior,Laminados,0.0,0.0,1.0,8.0,Outros,,99.0,99.0,3.0,perfil1
238095164.0,MBA,USP,Advogado,Entretenimento,1.0,1.0,1.0,2.0,Google,10.0,3.0,2.0,0.0,perfil6
120648650.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Entretenimento,1.0,1.0,1.0,8.0,,30.0,3.0,1.0,0.0,perfil6
232627223.0,MBA,USP,Coordenador,Estado,0.0,0.0,1.0,5.0,Google,30.0,5.0,1.0,0.0,perfil6
515920407.0,Bacharelado,,Analista Senior,Borracha,,,1.0,2.0,Mídia (revista/jornal/web),40.0,10.0,9.0,0.0,perfil4
827460030.0,Especialização,UNICAMP,Coordenador,Eletrodomesticos,1.0,1.0,1.0,9.0,Outros,27.0,8.0,6.0,,perfil5
650562048.0,MBA,UNIVERSIDADE NOVE DE JULHO,Gerente,,1.0,1.0,1.0,,YouTube,21.0,20.0,18.0,1.0,perfil1
565033326.0,Tecnólogo,,Engenheiro,Eletrodomesticos,1.0,1.0,1.0,9.0,Outros,294.0,148.0,131.0,0.0,perfil2
844110504.0,,UNIVERSIDADE NOVE DE JULHO,Gerente,Estado,1.0,1.0,1.0,6.0,,33.0,2.0,1.0,0.0,perfil6
313952888.0,Tecnólogo,UFRJ,Advogado,Eletrodomesticos,1.0,1.0,1.0,5.0,,62.0,,36.0,0.0,perfil2
375517128.0,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista,,0.0,,1.0,10.0,Instagram,10.0,3.0,1.0,0.0,perfil6
618744020.0,SEM FORMAÇÃO,,SEM EXPERIÊNCIA,Estado,1.0,1.0,1.0,7.0,Google,10.0,10.0,8.0,0.0,perfil5
843659440.0,MBA,USP,Assessor,Laminados,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),26.0,25.0,25.0,0.0,perfil2
413136201.0,SEM FORMAÇÃO,UFRJ,Supervisor,Montadora,1.0,1.0,1.0,10.0,,31.0,25.0,21.0,,perfil2
277350019.0,Bacharelado,,Gerente,Siderurgica,1.0,1.0,1.0,3.0,Google,27.0,6.0,5.0,0.0,perfil5
846204207.0,Licenciatura,Unesp,Coordenador,Borracha,,0.0,1.0,9.0,Outros,343.0,,,6.0,perfil1
,MBA,UFRN,Coordenador,Estado,0.0,0.0,1.0,9.0,Outros,10.0,10.0,10.0,0.0,perfil4
850819910.0,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Siderurgica,0.0,0.0,1.0,6.0,Mídia (revista/jornal/web),209.0,157.0,157.0,2.0,perfil1
451241831.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,e-commerce,1.0,,1.0,,Facebook,85.0,27.0,14.0,0.0,perfil4
623689084.0,MBA,UNIVERSIDADE CRUZEIRO DO SUL,,,0.0,0.0,1.0,3.0,Facebook,22.0,7.0,5.0,0.0,perfil5
143044558.0,,UFRN,Engenheiro,Oleo e Gas,0.0,0.0,1.0,5.0,Outros,19.0,11.0,9.0,0.0,perfil4
365734079.0,Tecnólogo,,Outros,Montadora,1.0,,1.0,7.0,Mídia (revista/jornal/web),10.0,,1.0,0.0,perfil6
906768761.0,Bacharelado,UFSCar,Gerente,Eletrodomesticos,,0.0,1.0,2.0,,10.0,,1.0,0.0,perfil6
558079238.0,MBA,,Gerente,Siderurgica,1.0,1.0,1.0,10.0,Instagram,191.0,144.0,136.0,4.0,perfil1
548298580.0,Bacharelado,FATEC,Gerente,Eletroeletronicos,0.0,0.0,1.0,5.0,YouTube,,28.0,28.0,0.0,perfil2
966171347.0,Licenciatura,FATEC,Outros,Oleo e Gas,1.0,,1.0,10.0,,,106.0,69.0,,perfil2
918765622.0,Licenciatura,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Oleo e Gas,0.0,0.0,1.0,9.0,,36.0,11.0,5.0,0.0,perfil5
363467246.0,SEM FORMAÇÃO,UFRJ,Supervisor,Oleo e Gas,0.0,0.0,1.0,4.0,YouTube,29.0,4.0,2.0,0.0,perfil6
877493939.0,MBA,UFRN,Sócio/Dono/Proprietário,Borracha,0.0,0.0,1.0,3.0,Facebook,31.0,3.0,3.0,0.0,perfil6
741995821.0,Bacharelado,,,,,0.0,,7.0,Linkedin,33.0,3.0,1.0,0.0,perfil6
728545756.0,Tecnólogo,Unesp,,Eletrodomesticos,1.0,1.0,1.0,2.0,YouTube,68.0,,,0.0,perfil2
470495339.0,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Eletrodomesticos,,0.0,1.0,8.0,Facebook,119.0,14.0,7.0,0.0,perfil5
210190357.0,Licenciatura,UNIP,Analista,Oleo e Gas,0.0,,1.0,9.0,Saint Paul,54.0,9.0,,,perfil5
371348211.0,Bacharelado,UEPB,Gerente,Montadora,1.0,1.0,1.0,7.0,Google,264.0,155.0,136.0,,perfil1
,Licenciatura,,Engenheiro,Estado,1.0,1.0,1.0,7.0,,100.0,99.0,99.0,3.0,perfil1
694703016.0,Licenciatura,UNICAMP,Sócio/Dono/Proprietário,Entretenimento,1.0,1.0,,,Google,,24.0,15.0,0.0,perfil3
